,tweet_id,sentiment,content
21407,1694236858,happy,"@FaithfulChosen So-so, thanks  I've uploaded a new campaign vid, will post the link in a few mins. how are you doing, babe??"
21411,1694237076,fear,@falkingo Thanks. Have a blessed day too
21414,1694237146,happy,about to go to acting school  yayay
21416,1694237384,happy,@peterjrday Thanks. Feel so happy 2 Make Ur Day a Great one. Enjoy it 2 the fullest N Have Fun Always
21417,1694237428,happy,"If anyone needs help with images, let me know and i will convo you the forum's link"
21421,1694237551,happy,"@kevinriley Heh, thanks for that adorable plug  *cough* more info at: www.samstephens.com *cough* *cough*"
21424,1694237681,fear,Arrrr better half made me brekkie in bed. Weather not 2 gud in Black Country 2day but we won't let it put the dampers on our planned bbq
21425,1694237789,happy,@MarieLuv ahh that would rock
21427,1694237863,sadness,"@UncleCreepy (cont) a bastardized version of French? It's fun, believe me!"
21430,1694238022,happy,Rachmaninoff makes me a happy panda.
21435,1694238126,happy,@Mintyboi i can smack your head for you
21437,1694238137,fear,is having this massive headache! and all i want to do is eat some nachos..
21440,1694238226,fear,"@clicktokill scared what I may think of myself 2 yrs later, looking at the pix"
21442,1694238269,sadness,had my first day at work and im not excited about the lay out of the place and where everything is.. o well its a job
21450,1694238715,surprise,"Finally welcoming new #followers: @syedbalkhi, @knowem, @avilan, @jkneen, @webfusion5 &amp; @jonathanengalla. Tweet on!"
21457,1694238984,happy,"http://tinyurl.com/c4z6gn Wow.. Wow.. hope, i too get that sort of Guts in near future"
21458,1694239012,happy,@AnGee10 @malennaa yess... it's awesomee.. and u can follow ur love molly hahah....  now u can chat with us here!
21461,1694239131,happy,@wortje The bag looks stylish. Congrats!
21462,1694239218,surprise,@lolmonsters lol that's great  For you.
21463,1694239351,fear,"@mashable Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!  http://tr.im/kpc1 @tweetstats"
21465,1694239412,fear,@KankzXD ohh I know her from church .. she got me into mcfly
21467,1694239462,fear,"Lookin for work via online, watchin ShayCarl's latest vlog entry on youtube and textin a lady friend.  My beds calling my name though.."
21468,1694239506,fear,@News3David    can I get in on this?! @Cherynstone  3 way call !!
21472,1694239693,sadness,well...gotta grab at least an hour and a half sleep before the girl's get up for school...gawd the life of multi-taskin'  night/mornin'
21475,1694239929,happy,@ksidney wolverine was GREAT!!!  a must see
21479,1694240041,happy,@kiki_miacherry morning kik enjoy your breakfast
21480,1694240046,surprise,@tdobson: Didn't need the shipping forecast we're inland
21483,1694240176,sadness,no school today gd  but dont get to see mates n millsy x
21484,1694240237,fear,"@grooveshark I'm having elevated error rates... StreamKeys not found, and then connection problems. Server migration isn't easy, huh  ?"
21485,1694240281,happy,@Steph_Atticus Thank you
21486,1694240308,fear,Remind me to get out &amp; take a pic of my blooming clematis before the wind storm tomorrow.
21488,1694240409,sadness,"@BJ111 by the way, it's INconvenient..."
21489,1694240439,happy,on my way home from school  lol in my car and so tired!
21494,1694240540,sadness,@NCLUSA Sorry to disappoint. Not a big Nascar fan but I'm still an all-around decent redneck other than that.
21495,1694240546,fear,Back to work today but I don't even mind.
21499,1694240679,sadness,is tired on her friendster account.
21500,1694240784,happy,*yaaaawwwwnnnn* thx to bank holiday... let's see what today has prepared for us...
21502,1694240825,happy,THE best job in the world &amp; yes its in Australia  http://tinyurl.com/clxl4l
21503,1694240891,happy,"Shopping, grandparents, dinner with the bf  woop"
21504,1694240895,happy,New Project is going incredibly well! and I'm not tired today  I think we should get all Monday's off. Permanently.
21506,1694254759,happy,big shout out to all my home girls you know who you are
21511,1694255081,happy,11 days till county raly  i had 2 tak 3 from 14 it took me a while
21512,1694255268,fear,Feeling considerably better after 13 hours sleep  still not right though...
21513,1694255291,fear,@Moni7D well then take your sexy ass to sleep then foo.  how as your weekend mami?
21514,1694255346,surprise,"@japmap2009 Oh, I is dubbed Breesaholic Insomniac #2  *feels special* oh! must add third Angel drink to post"
21520,1694255571,fear,"english p1 done.  i refuse to countdown, it makes me sad. off to shower and take a nap..."
21526,1694255760,fear,"@ayeashleigh good. yeah i am fine thanks. just dreading history tomorrow, not in the mood for hyperactive 20 year olds lmao"
21529,1694255800,happy,"is so excited for this summer... Steve Winwood and Eric Clapton, Eagles of Death Metal, and ahhh the Dead Weather"
21532,1694255941,sadness,no eggs today ... shame was looking forward to a egg and bacon sandwich
21533,1694255958,happy,has just finished recording the improvisation for the second instrument in the latest podcast and is happy. nearly mixing time.
21535,1694255988,surprise,Trying to save money for an iPod touch!
21536,1694256031,happy,"@_josh_thomas are you coming to sydney?! cool, where can i meet you? id love to meet you, you're my favourite comedian"
21545,1694256464,happy,"houstatlantavegas, sooner than later, nov. 18th, a night off, successful . over and over for the last 2837 hours - heavennn"
21547,1694256532,sadness,@andypiper I have not been aquired... It's just a new oppertunity. Sorry if they don't support mac. I won't tell more
21548,1694256595,happy,Watched Coraline last night. It was really good. The animation was excellent and the creativity was inspirational.
21549,1694256632,happy,"Didn't get bitten by a rabies infested person last night  yay for me! Gonna scare Rachel with Quarantine tonight, this shall be fun"
21553,1694256723,happy,"Now i've got 3 new frens-frm Germany,Mexico n France  havin dinner 2gather 2nite."
21555,1694256796,happy,will deplurk too. buhbyeee  http://plurk.com/p/rp3ir
21556,1694256800,surprise,@whodeani Some place where you have to be all boring? UGGGGGG
21558,1694256861,happy,Home from Disney...best time in a long time...howl at the moon tonight for GBA and then BHB Tuesday  oh drummer boy  niiight
21559,1694256890,fear,Have been practicing for the last 40 minutes. I don't think 40 minutes will suffice for 7-days worth... More later
21560,1694256899,surprise,"@Zanna85 Bill can take me to Fangtasia and hit this shot anytime! &quot;Roads, where we're going we don't need roads.&quot; LOVE that part!"
21561,1694256944,happy,"// happy Star Wars Day everyone, May the 4th be with you"
21578,1694257739,happy,http://slingalink.com/eVicE1 my daughters kindergarden  !
21580,1694257905,happy,@aussiemcflyfan i hope so  I KNOW WOO! haha 2 times  it was exciting lol
21581,1694257944,happy,@AmyatQ13 @borborigma I agree about the redesigned Q13 site! Looks great on computer &amp; phone.
21588,1694258339,happy,@DeepaPrabhu Thanks and thanks
21595,1694258575,surprise,Having to write a real looking paper letter. Not done one of those for a very long time. Sad really.
21596,1694258583,happy,new golf VI TSi 160HP is fast!
21599,1694258671,fear,@McflyMadEmma Little Louisa is number 3 trying to get number one!  XX
21604,1694272591,happy,&quot;leave the pieces&quot; - the wreckers... hmm
21606,1694272626,anger,"@LiliCosic i'm good-making a list of things to do today.I have a week off in a few days,I dont want to be doing these chores things then!"
21609,1694272803,fear,@SupaStarCity hahah i sowwie hun  whats up thoe ?
21613,1694272983,fear,@TomFelton hope you have a good flight
21615,1694273079,fear,"@TiaSparkles  Yeah, I should at least try myself.  Have a good night &amp; visit with the Chiro tmrw!"
21616,1694273094,happy,"oh, it's @andremichelle 's birthday! happy birthday andre michelle"
21618,1694273222,happy,"@sunrisesister yeah, so quick! And I'm using the 5mm addi's I bought on Sat and it makes it even smoother"
21624,1694273424,sadness,"@krisreyes here btw, this is not a bot"
21626,1694273491,fear,hope's she see her bestie today
21628,1694273542,happy,Happy Star Wars Day  May the fourth be with you!
21632,1694273788,happy,"Hehe, @stereogum in @brooklynvegan sta se malce preve? vï¿½ivela v v?erajï¿½nji Dark was the night koncert  No, ob takem lineupu..."
21637,1694273940,happy,@imeldalaura it's a woodchipper &amp; it's gonna top off the weekend just nicely
21638,1694273981,happy,@bellothika  The flowers grow!!
21640,1694274021,happy,"Actually a great start to the day, hope it continues  getting my new american oversized bed in the evening!"
21641,1694274236,fear,Well... I hate to leave.... but I must sleep! G'night y'all and hope to chat later!  Enjoy my li'l night owls!
21642,1694274257,surprise,Making a birthday song to a special person!!
21643,1694274355,surprise,@officialTila wow... that was very sexy
21644,1694274471,anger,They are unloading a Leopard Tank just next to my office window. Hope I didn't piss off anyone
21645,1694274526,fear,@bellelumiere So I could just do my own thing without having to live up to any expectations
21648,1694274752,happy,Happy Star Wars Day! .... May the 4th Be with You!
21651,1694274886,happy,Going to have dinner. bbs
21653,1694274957,fear,where is the rain please come out
21654,1694275056,fear,My dad is taking me to school &amp; picking me up tomoz. Plus I have drama almost all day. Score bludge day
21655,1694275070,happy,@tommcfly i am glad cos u wouldnt lose me as a fan anyway  i get to see you guys on saturday evening at leicester  it better be good!
21656,1694275102,fear,"is planning for surviving financial status after quitting my job, gotta find a new job within 4 months"
21658,1694275155,happy,@Wildchickendew muhahaha you've joined the tweet cult... lol heya  btw twitterific is a good iphone app i use
21659,1694275205,fear,"@angela_lyle Okay, und was ist mit Deinem Auto?"
21660,1694275243,happy,is eating chocolate ready break
21662,1694275314,happy,@mkasper22 Thank you
21663,1694275380,happy,@PhilLHerold Thank you
21664,1694275382,surprise,"@wonko42 and staff rooms, It will be intersting to see how K12 faces this when every kid has a laptop"
21665,1694275406,happy,"YAHOO! volleyball, hiking, eating a fish eye, witnessing, sleeping on the beach, jumping rocks, &amp; hanging where Jurassic Park was filmed!"
21666,1694275439,surprise,@CarterRonson It's going at 11 am here.. I'm overseas  y u up so early tho
21668,1694275496,fear,@comedyqueen dont make plans mite go out tho if i can b bothered 2 get out ma pjs!
21670,1694275599,happy,"@ElvisHsiao  The website I'm developing - http://woo.sh lets you also share Videos, documents, maps and events - Later music too"
21672,1694275615,fear,I feel like an M&amp;M McFlurry  mmm... But I won't get one coz I need to look good for when I go to the States!!! 7 weeks 2 go aaaaahhhh!!!
21673,1694275631,happy,@RobKardashian Hey fellow Trojan..congrats on graduation.
21674,1694275651,happy,@simonrim off to the cheese counter I go! Thanks
21675,1694275735,happy,"@coconutfriend i should have shouldnt i, im happy you enjoyed it cos im thoughtful like that you see, and YAYA i hav 20 followers  woop"
21676,1694275771,happy,wheelchair fitting today for mall buzzing &amp; Home Depot. &quot;Homebound&quot; just got REAL old  Goal: taxi yellow or electric RED!
21677,1694275789,surprise,@sarahjpin ha! you're right...I know you're right.
21681,1694275953,happy,Java Concurrency in Practice is probably the best Java book I've ever bought. There's a recipe in there for interrupting blocking IO ops
21685,1694276061,happy,@uyaerdna thanks
21687,1694276070,happy,"study all day.  just finished my care plan.  hungry as hell!  ima go treat myself with a burrito, for a good days work"
21688,1694276120,happy,@LineHara Youuuu're an aaass  my aaass loooool
21693,1694276467,sadness,Can't sleep but is happy that the Fugees are keeping him company
21694,1694276600,surprise,having my brecky. Good Morning  x
21695,1694276620,fear,"In regard to knowledge, I am like the little robot in the movie &quot;Short Circuit.&quot; I am always crying out: &quot;Imput! Imput!&quot;"
21697,1694276775,happy,@chocolatesuze yes yes you should! Especially with wine and mushrooms!! Ummm I love mushies
